query,score,name,type,id,image,description,url,article
kale,159.3315734863281,Pun,Thing,kg:/m/060pw,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSWNBsIFg0lY_6oX5KmI7uRunjOSqPw9fopQTxoYFwKZCzcaA5H,,https://en.wikipedia.org/wiki/Pun,"The pun, also called paronomasia, is a form of word play that exploits multiple meanings of a term, or of similar-sounding words, for an intended humorous or rhetorical effect. "
kale,139.3668060302734,Diary,Thing,kg:/m/063zw5s,,,https://en.wikipedia.org/wiki/Diary_(stationery),"In stationery, a Diary, Datebook, Appointment Book, Planner or Agenda is a small book containing a main diary section with a space for each day of the year with room for notes, a calendar, and usually various pages at the beginning and end containing various pieces of reference information, which may include maps and telephone codes, and pages for a short address book at the end. "
kale,135.4924163818359,Calais,Thing City Place,kg:/m/0lps0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTLFAxdlXdLRO3ZAQZ4oJFErCjSebuVxLGDlYreS9SvdQ7Bzgp_,City in France,https://en.wikipedia.org/wiki/Calais,"Calais is a city and major ferry port in northern France in the department of Pas-de-Calais, of which it is a sub-prefecture. Although Calais is by far the largest city in Pas-de-Calais, the department's prefecture is its third-largest city of Arras. "
kale,114.8699111938477,Coriander,Thing,kg:/m/01y4xf,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRVCpOYlsTRVVspfMAeHINZGHfF211hu0YLr9IIs0WUHyQy-_GI,Plants,https://en.wikipedia.org/wiki/Coriander,"Coriander is an annual herb in the family Apiaceae. It is also known as Chinese parsley, and in the United States the stems and leaves are usually called cilantro. "
kale,105.4477462768555,Kale,Thing,kg:/m/047ffpg,,People,https://en.wikipedia.org/wiki/Kale_(Welsh_Roma),"The Kale are a group of Romani people in Wales. Many claim to be descendants of Abram Wood, who was the first Romani to reside permanently and exclusively in Wales in the early 18th century, though Romanichal Travellers have appeared in Wales since the 16th century. "
kale,103.1825180053711,Kale,Thing Place AdministrativeArea,kg:/m/0bpdyc,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQj2gTikV-rgjt1ij-7CMkaT9CUAOVxK_itQuTfsZVOHsnHA9_s,,"https://en.wikipedia.org/wiki/Kale,_Denizli","Kale is an attractive rural district of Denizli Province of Turkey near the town of Tavas. Kale is a 45-minute drive from Denizli on the road from the city of Denizli to the Aegean city of Muğla. The mayor is İsmail Yarımca.
"
kale,92.10143280029297,Red lionfish,Thing,kg:/m/06vth4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS6uLlObzn6_irf1D4VJzlb0tz7gxZF8CccGgcNI0acqz8mAAM6,Fish,https://en.wikipedia.org/wiki/Red_lionfish,"The red lionfish is a venomous coral reef fish in the family Scorpaenidae, order Scorpaeniformes. P. volitans is native to the Indo-Pacific region, but has become an invasive species in the Caribbean Sea, as well as along the East Coast of the United States and East Mediterranean. "
kale,85.98202514648438,Kale,Thing,kg:/m/02r5_s,,Moon,https://en.wikipedia.org/wiki/Kale_(moon),"Kale, also known as Jupiter XXXVII, is a retrograde irregular satellite of Jupiter. It was discovered in 2001 by astronomers Scott S. Sheppard, D. Jewitt, and J. Kleyna, and was originally designated as S/2001 J 8.
"
kale,82.8072509765625,KALE,Thing BroadcastChannel RadioStation,kg:/m/03h4k4c,,Radio station,https://en.wikipedia.org/wiki/KALE,"KALE is a radio station licensed to Richland, Washington, United States, the station serves the Tri-Cities, Washington area. The station is owned by Stephens Media Group."
kiwi,5083.73828125,Kiwifruit,Thing,kg:/m/04f8p,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQ0gji34xGdfO4id1EAFFHRWvw9FVpnHWqASCNPAXp95C-C353Z,Flesh,https://en.wikipedia.org/wiki/Kiwifruit,"Kiwifruit, or Chinese gooseberry, is the edible berry of several species of woody vines in the genus Actinidia. The most common cultivar group of kiwifruit is oval, about the size of a large hen's egg. "
kiwi,2878.730224609375,Kiwibank,Corporation Thing Organization,kg:/m/02czwf,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRqLS4vPh3o2QXQwjvmKyNzK3DFbCOInlrsfwj3gVpY9mrqUK8a,Subsidiary,https://en.wikipedia.org/wiki/Kiwibank,"Kiwibank Limited is a subsidiary of the state-owned enterprise New Zealand Post Limited, New Zealand Superannuation and the Accident Compensation Corporation. "
kiwi,2457.53369140625,New Zealand dollar,Thing,kg:/m/015f1d,,Currency,https://en.wikipedia.org/wiki/New_Zealand_dollar,"The New Zealand dollar is the official currency and legal tender of New Zealand, the Cook Islands, Niue, the Ross Dependency, Tokelau, and a British territory, the Pitcairn Islands. "
kiwi,2158.1748046875,Kiwi,Corporation Thing Organization,kg:/m/03cr234,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRVlC4yIjpn977F26TXMYTtFAMfvSZsV33F80T_T15fwwQtfZLc,Company,https://en.wikipedia.org/wiki/Kiwi_(store),"Kiwi is a Scandinavian supermarket chain that has 650 retail outlets in Norway, and 102 in Denmark. The stores stock 3,700 articles contained within 300–1,000 square meters of sales area. Kiwi has about 8000 employees. "
kiwi,1910.886962890625,Kiwi,Thing,kg:/m/04f85,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcREKdu-_g0rWOkHPQqHU8LCAgqPTLBVbZuekBP4nF40exYCP7z6,Birds,https://en.wikipedia.org/wiki/Kiwi,"Kiwi or kiwis are flightless birds native to New Zealand, in the genus Apteryx and family Apterygidae. Approximately the size of a domestic chicken, kiwi are by far the smallest living ratites.
"
kiwi,1830.533569335938,Ninja Kiwi,Corporation Thing Organization,kg:/m/0_qm78y,,Video game developer,https://en.wikipedia.org/wiki/Ninja_Kiwi,"Ninja Kiwi, previously known as Kaiparasoft Ltd, is a mobile and online video game developer founded in Auckland, New Zealand, in 2006 by brothers Chris and Stephen Harris. "
kiwi,1376.924438476562,Kiwi,Thing,kg:/m/02jvpv,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQBpPpFacMNVfs9DSL67EzFqgnP8xq14W7XEnLM-o5_rTM7cyx-,People,https://en.wikipedia.org/wiki/Kiwi_(people),"""Kiwi"" is the nickname used internationally for people from New Zealand, as well as being a relatively common self-reference. Unlike many demographic labels, its usage is not considered offensive; rather, it is generally viewed as a symbol of pride and endearment for the people of New Zealand. "
kiwi,932.6867065429688,Kiwi,Thing MusicComposition,kg:/g/11f15jr3gh,,Song by Harry Styles,https://en.wikipedia.org/wiki/Kiwi_(song),"""Kiwi"" is a song recorded by English singer and songwriter Harry Styles for his self-titled debut studio album. The song was released as the third and final single from the album."
kiwi,851.3096923828125,Kiwi,Brand Thing,kg:/m/04pff4,,,https://en.wikipedia.org/wiki/Kiwi_(shoe_polish),"Kiwi is the brand name of a shoe polish, first launched and sold in Australia in 1906 and as of 2005 sold in almost 180 countries. Previously owned by the Sara Lee Corporation since 1984, it was sold in 2011 to S. C. Johnson. "
kiwi,746.2615966796875,Kiwi,Thing,kg:/g/11dybr3x91,,Song by Harry Styles,,
kiwi,708.8229370117188,KiwiSaver,Thing,kg:/m/026269p,,,https://en.wikipedia.org/wiki/KiwiSaver,"The KiwiSaver scheme, a New Zealand savings scheme, came into operation from Monday, 2 July 2007. Participants can normally access their KiwiSaver funds only after the age of 65, but can also use them as a deposit for a first home.
"
kiwi,635.0314331054688,Actinidia chinensis,Thing,kg:/m/03cg04v,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQOe5pJ-kAu2OzC--EKu1JTGporFp2ABviLhz0eRbfKp5T39jJ0,Plants,https://en.wikipedia.org/wiki/Actinidia_chinensis,"Actinidia chinensis, known commercially as the golden kiwifruit, is a fruiting vine, native to China. It is one of some 40 related species of the genus Actinidia, and closely related to Actinidia deliciosa, which is the source of the most common commercial kiwifruit. "
kiwi,541.1280517578125,KiwiTaxi,Corporation Thing Organization,kg:/g/11cjk4c4__,,Company,,
kiwi,508.2346496582031,Kimberley Crossman,Thing Person,kg:/m/03gz33v,,New Zealand actress,https://en.wikipedia.org/wiki/Kimberley_Crossman,"Kimberley Frances Crossman is a New Zealand actress, author, presenter, producer, writer, director, dancer, stand-up comedian and cheerleader who is best known for her role as Sophie McKay on the New Zealand soap opera Shortland Street. "
kiwi,439.2248229980469,Kiwi Farms,WebSite Thing,kg:/g/11h0v8yf_h,,,https://en.wikipedia.org/wiki/Kiwi_Farms,"Kiwi Farms, formerly known as CWCki Forums, is an American Internet forum dedicated to the discussion of online figures and communities it deems ""lolcows"". "
kiwi,411.0929870605469,Hardy kiwi,Thing,kg:/m/0bqhkk,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQya8AMP7x7QdCXtdCYo_UxYpN6T1wTVe_1gU7noaupfGgieQXY,Plants,https://en.wikipedia.org/wiki/Actinidia_arguta,"Actinidia arguta, the hardy kiwi, is a perennial vine native to Japan, Korea, Northern China, and Russian Far East. It produces a small kiwifruit without the hair-like fiber covering the outside, unlike most other species of the genus."
kiwi,389.7550354003906,Love-Lies-Bleeding,Thing,kg:/m/0872bw,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTaN5QxolhqiDzOq_jG4XoUo5gAT1Dzx0fzFC0o0MAwTwgjmyPf,Plants,https://en.wikipedia.org/wiki/Amaranthus_caudatus,"Amaranthus caudatus is a species of annual flowering plant. It goes by common names such as love-lies-bleeding, pendant amaranth, tassel flower, velvet flower, foxtail amaranth, and quilete.
"
kiwi,341.0600280761719,Steven Adams,Thing Person,kg:/m/02r2_f1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTz1qAwib1UpzIqTcxCgKs1GhLxZ5UHceA4c-eGLfsQRF0PV-u1,New Zealand basketball player,https://en.wikipedia.org/wiki/Steven_Adams,Steven Funaki Adams is a New Zealand professional basketball player for the Oklahoma City Thunder of the National Basketball Association. 
kiwi,295.9820861816406,Kiwiana,Thing,kg:/m/02p2f7h,,,https://en.wikipedia.org/wiki/Kiwiana,"Kiwiana are certain items and icons from New Zealand's heritage, especially from around the middle of the 20th century, that are seen as representing iconic New Zealander/Kiwi elements. "
kiwi,251.1356353759766,Kirsten Smith,Thing Person,kg:/m/02pn1z6,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTzbCmtzlCdqfCWc4pHjrPpWckHRd5vKBOwX8VQXvpO6naegYiL,American screenwriter,https://en.wikipedia.org/wiki/Kirsten_Smith_(writer),"Kirsten ""Kiwi"" Smith is an American screenwriter and novelist whose credits include Legally Blonde and Ella Enchanted. She has written most of her screenplays with her screenwriter partner Karen McCullah. "
kohlrabi,4760.85009765625,Kohlrabi,Thing,kg:/m/04bk6,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQs2VxsW7zecWZES2yG-NwCVKb4VDwUbbvviO-k8g9MSm7YQ0zJ,Vegetable,https://en.wikipedia.org/wiki/Kohlrabi,"Kohlrabi, also called German turnip, is a biennial vegetable, a low, stout cultivar of wild cabbage. It is the same species as cabbage, broccoli, cauliflower, kale, Brussels sprouts, collard greens, Savoy cabbage, and gai lan.
"
kohlrabi,2416.685546875,Wild cabbage,Thing,kg:/m/04ylr2,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRaGnRYVoZPDEW9paPCrSvFaXW65x-ZeDoprs_eIo4PjttGCDHU,Plants,https://en.wikipedia.org/wiki/Brassica_oleracea,"Brassica oleracea is a plant species that includes many common foods as cultivars, including cabbage, broccoli, cauliflower, kale, Brussels sprouts, collard greens, savoy, kohlrabi, and gai lan.
"
kohlrabi,1.0,Der kleine Kohlrabi,Thing,kg:/g/11b772msd4,,Song by Ingo Insterburg,,
kumquats,216.5238800048828,Kumquat,Thing,kg:/m/04bv1,,Fruit,,
kumquats,142.5567626953125,Kumquat,Thing,kg:/g/155pmrhb,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRsABDn6yse5nzaHLiASd_i_s-pUuLR9bRjItMO34I0eGuPcJx9,Plants,,
kumquats,1.0,Three Kumquats,Thing,kg:/g/11c3mtylvb,,Song by Rudy Sims,,
kumquats,1.0,The Kumquats,Thing,kg:/m/01s414b,,Musical artist,,
leeks,526.6242065429688,Leek,Thing,kg:/m/013__5,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcR5PAhl3end-zk_hHce4qY4Xtv85bCUzxp3rZQER31cIXSOHdpu,Vegetable,https://en.wikipedia.org/wiki/Leek,"The leek is a vegetable, a cultivar of Allium ampeloprasum, the broadleaf wild leek. The edible part of the plant is a bundle of leaf sheaths that is sometimes erroneously called a stem or stalk. "
leeks,112.4164123535156,Common houseleek,Thing,kg:/m/02qm8cd,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcR5RTQvoCaxz2zI0VE2MDN_fLTSW7nx0u6fCTqhsIRHNn2WhHr5,Plants,https://en.wikipedia.org/wiki/Sempervivum_tectorum,"Sempervivum tectorum, the common houseleek, is a species of flowering plant in the family Crassulaceae, native to the mountains of southern Europe, cultivated in the whole of Europe for its appearance and a Roman tradition claiming that it protects buildings against lightning strikes."
leeks,111.6716384887695,Papet vaudois,Thing,kg:/g/1213v4_2,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcT2SORENEiBzBHJCdlYzJCHBtyQcUv-_bEFCiGNMJbBDztmS-P1,,,
leeks,86.29005432128906,Leekstermeer,TouristAttraction BodyOfWater Place Thing LakeBodyOfWater,kg:/g/122lkjbc,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRP-EpSODDuUppYy3X3Xchdzi8_jGjAVdSgkNDj1Pgmjte8kuCm,Lake in the Netherlands,,
leeks,31.19393348693848,Scarlet sage,Thing,kg:/m/06_spk,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTVbTcKuDwqfpBfI1OMQR3s7UUvog7pEDw5P7-SkazAcLcpmzCO,Plants,https://en.wikipedia.org/wiki/Salvia_splendens,"Salvia splendens, the scarlet sage or tropical sage, is a tender herbaceous perennial native to Brazil, growing at 2,000 to 3,000 m elevation where it is warm year-round and with high humidity. "
leeks,23.19289016723633,Loituma Girl,Thing,kg:/m/0cztw0,,,https://en.wikipedia.org/wiki/Loituma_Girl,"Loituma Girl is a Flash animation set to a scat singing section of the traditional Finnish folk song ""Ievan Polkka,"" sung by the Finnish quartet Loituma on their 1995 debut album Things of Beauty. "
leeks,22.39860343933105,New British Classics,Book Thing,kg:/m/06grctw,,Book by Gary Rhodes,,
leeks,3.667704820632935,Bruceploitation,Thing,kg:/m/0572q3,,,https://en.wikipedia.org/wiki/Bruceploitation,"Bruceploitation refers to the practice on the part of filmmakers in mainland China, Hong Kong, and Taiwan of hiring Bruce Lee look-alike actors to star in many imitation martial arts films in order to cash in on Lee's success after his death. "
leeks,3.5,Leekspin,Thing VideoGame,kg:/g/11c2y7_3_5,,,,
lemons,736.4910888671875,Lemon,Thing,kg:/m/09k_b,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQRlVQTkodfCt6_irUTxsdRa5sXaHf91QH3UGmM_c5uo_nuwyXt,Fruit,https://en.wikipedia.org/wiki/Lemon,"The lemon, Citrus limon Osbeck, is a species of small evergreen tree in the flowering plant family Rutaceae, native to South Asia, primarily North eastern India.
"
lemons,372.5323791503906,Lemonsoda,Thing,kg:/m/05rs73,,Drink,https://en.wikipedia.org/wiki/Lemonsoda,Lemonsoda is a brand of Italian carbonated soft drinks created in the 1940s by Milan-based company Saga and currently owned by Royal Unibrew.
lemons,258.1759033203125,"When life gives you lemons, make lemonade",Thing,kg:/m/0m0gbbp,,,"https://en.wikipedia.org/wiki/When_life_gives_you_lemons,_make_lemonade","When life gives you lemons, make lemonade is a proverbial phrase used to encourage optimism and a positive can-do attitude in the face of adversity or misfortune. "
lemons,189.3563690185547,Sweet lemon,Thing,kg:/m/020cvm,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRN20it31iWP7Id3dS-70Num0MHx7Oiyjq20QSh6r1fYdKVD_6f,Plants,https://en.wikipedia.org/wiki/Citrus_limetta,"Citrus limetta, alternatively considered to be a cultivar of Citrus limon, C. limon 'Limetta', is a species of citrus, commonly known as mousambi, musambi, sweet lime, sweet lemon, and sweet limetta, it is a member of the sweet lemons. "
lemons,162.9304351806641,Meyer lemon,Thing,kg:/m/04klfb,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMQPjAt91P2oYSrVL7Wi8Yqwwampj1yczQocchyfDvUFYahoXI,Plants,https://en.wikipedia.org/wiki/Meyer_lemon,"Citrus × meyeri, the Meyer lemon, is a hybrid citrus fruit native to China. It is a cross between a citron and a mandarin/pomelo hybrid distinct from the common or bitter oranges.
Mature trees are around 6 to 10 ft tall with dark green shiny leaves. Flowers are white with a purple base and fragrant. "
lemons,132.5685577392578,24 Hours of LeMons,Thing,kg:/m/03qp030,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQczDP1PhVU12Ngrp2GUOxwQnDqHDxqO6Cf9h423XD21B0ajqB3,,https://en.wikipedia.org/wiki/24_Hours_of_LeMons,"The 24 Hours of LeMons is a series of endurance races held on paved road race courses across the United States and, since 2016, Australia and New Zealand. The series holds the Guinness World Record for the ""Most participants in one race"".
The title is a parody of the long running annual 24 Hours of Le Mans race, and lemon cars. "
lemons,131.5072479248047,LemonStand,SoftwareApplication Thing,kg:/m/0h3xptc,,Computer software,https://en.wikipedia.org/wiki/LemonStand,"LemonStand was a Canadian e-commerce company headquartered in Vancouver, British Columbia, that developed cloud-based computer software for online retailers. LemonStand was shut down on June 5th, 2019."
lemons,117.3733520507812,Oranges and Lemons,MusicComposition Thing,kg:/m/0221b3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQpckfz3w2VUP2-bJ6c4j34huKN6tTqnTIPtwxCWzvdLF8Zc2Is,Nursery rhyme,https://en.wikipedia.org/wiki/Oranges_and_Lemons,"""Oranges and Lemons"" is a traditional English nursery rhyme, folksong, and singing game which refers to the bells of several churches, all within or close to the City of London. It is listed in the Roud Folk Song Index as No 13190."
lemons,94.2151870727539,The Market for Lemons,Thing,kg:/m/01frj6,,,https://en.wikipedia.org/wiki/The_Market_for_Lemons,"""The Market for Lemons: Quality Uncertainty and the Market Mechanism"" is a well-known 1970 paper by economist George Akerlof which examines how the quality of goods traded in a market can degrade in the presence of information asymmetry between buyers and sellers, leaving only ""lemons"" behind. "
lemons,46.80327606201172,Amy Lemons,Person Thing,kg:/m/0j43k73,,American model,https://en.wikipedia.org/wiki/Amy_Lemons,"Amy Lemons is an American fashion model and model advocate. As a straight sized model, she rose to fame quickly, by landing the cover of Italian Vogue at age 14. "
lemons,38.18677139282227,Lemon-scented gum,Thing,kg:/m/0fpwxk,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqzMo4TQ0BgcueZYms73fkqoBeOrwI_VNk_4-bw-H9Afe9opbg,Plants,https://en.wikipedia.org/wiki/Corymbia_citriodora,"Corymbia citriodora, commonly known as lemon-scented gum or spotted gum, is a species of tall tree that is endemic to north-eastern Australia. "
lemons,35.42436599731445,Love and Lemons,Thing Movie,kg:/m/0_mtwzp,,2013 film,https://en.wikipedia.org/wiki/Love_and_Lemons,"Love and Lemons is a 2013 Swedish romantic comedy film directed by Teresa Fabik, based on the novel Yesterday's News by Kajsa Ingemarsson."
lemons,24.28821182250977,The Fat Flush Plan,Thing Book,kg:/m/04ymc5g,,Book by Ann Louise Gittleman,,
lemons,20.78441047668457,Elegant Resorts,Corporation Organization Thing,kg:/m/010fnggl,,Company,https://en.wikipedia.org/wiki/Elegant_Resorts,"Elegant Resorts is a luxury travel retailer based in Chester, UK. The company was founded in 1988 by Geoff Moss and Barbara Catchpole.
The company was sold to Al Tayyar, a global travel group, in 2014 for a reported £14.3 million."
lemons,19.09207344055176,Naranjas y limones,VisualArtwork Thing,kg:/g/1yxkhmt55,,Artwork,,
lemons,18.70150947570801,Don Lemon,Person Thing,kg:/m/025wqnl,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR085qLaTNwWDR7E9Zo2xYPzl-6qDm_Ewsqv7mIU4ErNbsaIaLZ,American television journalist,https://en.wikipedia.org/wiki/Don_Lemon,"Don Lemon is an American television journalist. Born in Baton Rouge, Louisiana, he anchored weekend news programs on local television networks in Alabama and Pennsylvania during his early days as a journalist. "
lemons,13.76065444946289,Lemons,VisualArtwork Thing,kg:/g/11ckvgjtgr,,Artwork,,
lemons,12.1969575881958,"When Life Gives You Lemons, You Paint That Shit Gold",MusicAlbum Thing,kg:/m/049rnx9,,Studio album by Atmosphere,"https://en.wikipedia.org/wiki/When_Life_Gives_You_Lemons,_You_Paint_That_Shit_Gold","When Life Gives You Lemons, You Paint That Shit Gold is the fifth studio album by the Minneapolis hip hop group Atmosphere. It was released on Atmosphere's own Rhymesayers Entertainment label on April 22, 2008. "
lemons,9.08981704711914,Marcy &amp; Hunson,TVEpisode Thing,kg:/g/11ghzgsjs5,,"Adventure Time episode (season 10, episode 7)",https://en.wikipedia.org/wiki/Marcy_%26_Hunson,"""Marcy &amp; Hunson"" is the seventh episode of the tenth season of the American animated television series Adventure Time. The episode was written and storyboarded by Graham Falk and series showrunner Adam Muto, from an outline by Muto, Jack Pendarvis, head writer Kent Osborne, and Julia Pott. "
lemons,7.663594722747803,Greg LeMond,Person Thing,kg:/m/01p7mz,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcThYHKo_Gg4e2TGWY1CC5qeLFjRvmVI9LVffflcnsTP93A70g_K,American professional road racing cyclist,https://en.wikipedia.org/wiki/Greg_LeMond,"Gregory James ""Greg"" LeMond is an American former professional road racing cyclist, entrepreneur, and anti-doping advocate. A two-time winner of the Road Race World Championship and a three-time winner of the Tour de France, LeMond is considered by many to be the greatest American cyclist of all time.
"
lettuce,4677.82666015625,Lettuce,Thing,kg:/m/0fqlj,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRng0ReW0zZMe1LS_qGa82_uMeLSzNFJ9wRLyUTkAd3Ihma9401,Vegetable,https://en.wikipedia.org/wiki/Lettuce,"Lettuce is an annual plant of the daisy family, Asteraceae. It is most often grown as a leaf vegetable, but sometimes for its stem and seeds. "
lettuce,689.6339721679688,Romaine lettuce,Thing,kg:/m/073lwm,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRmE6yHhxx0zri4s2f5pKPYhFW7L2SugKjqL7eitV22sGkya-sC,Lettuce,https://en.wikipedia.org/wiki/Romaine_lettuce,"Romaine or cos lettuce is a variety of lettuce that grows in a tall head of sturdy dark green leaves with firm ribs down their centers. Unlike most lettuces, it is tolerant of heat. "
lettuce,517.7855834960938,Prickly Lettuce,Thing,kg:/m/0dh341,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSgZ3S_BIC3XVFoqStvlteWS0i08bpoL7Jiy3pguS8ZOzYm-w_j,Plants,https://en.wikipedia.org/wiki/Lactuca_serriola,"Lactuca serriola, also called prickly lettuce, milk thistle, compass plant, and scarole, is an annual or biennial plant in the dandelion tribe within the daisy family. "
lettuce,401.3031005859375,Iceberg lettuce,Thing,kg:/m/0446c0l,,Lettuce,,
lettuce,367.1846923828125,Slug and Lettuce,Thing Corporation Restaurant Organization,kg:/m/06xfwx,,Company,https://en.wikipedia.org/wiki/Slug_and_Lettuce,"Slug and Lettuce is a chain of bars that operate in the United Kingdom, with a large number located in London and South East England. As of 2017, there are a total of 70 outlets. Hugh Corbett opened the first Slug and Lettuce in Islington in 1985. He attempted to enhance the public house environment, at a time when standards were often low.
"
lettuce,332.0750732421875,Corn salad,Thing,kg:/m/03bd22,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRoEdP4g-ZyBrNpFefEXP9mBb8fnsfy-pP6h6NhtBO6Du7a3FyL,Plants,https://en.wikipedia.org/wiki/Valerianella_locusta,"Valerianella locusta is a small annual plant that is eaten as a leaf vegetable. It has a characteristic nutty flavour, dark green colour, and soft texture, and is popularly served as salad greens. "
lettuce,302.0949401855469,Beefsteak plant,Thing,kg:/m/025s95r,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTnJZmIq-6XoXR8bWnyL1RtsCgNzyWI4prd0K6dsGfrkAbA5BFn,Plants,https://en.wikipedia.org/wiki/Shiso,"Perilla frutescens var. crispa, or shiso, belongs to the genus Perilla, in the mint family, Lamiaceae. Shiso is a perennial plant that may be cultivated as an annual in temperate climates. The plant occurs in purple-leaved and green-leaved forms. "
lettuce,215.7037353515625,Rachel Zoe,Thing Person,kg:/m/0h7dgc,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTHKc0VMTUjwxFD9F9N2OosvHzyvbbSuG2SGukXdFfcxyigmas0,American fashion designer,https://en.wikipedia.org/wiki/Rachel_Zoe,"Rachel Zoe Rosenzweig is an American fashion designer, businesswoman, and writer. She has been involved in the fashion industry for nearly two decades. From 2008 until 2013, Zoe starred in the Bravo reality television series The Rachel Zoe Project."
lettuce,214.9761199951172,Water lettuce,Thing,kg:/m/043965,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQzvVH-DFGXKBnTYg1lKo20KSon82b8-kmEe0t2PeGOf0QwuKWO,Plants,https://en.wikipedia.org/wiki/Pistia,"Pistia is a genus of aquatic plant in the arum family, Araceae. The single species it comprises, Pistia stratiotes, is often called water cabbage, water lettuce, Nile cabbage, or shellflower. "
lettuce,196.4376373291016,Red leaf lettuce,Thing,kg:/m/0446c0s,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRg5aCHhzKZiZpjbIi6sSNFP2ekz5ycBEONvdl5wymQtKRS-_TY,Lettuce,https://en.wikipedia.org/wiki/Red_leaf_lettuce,"Red leaf lettuces are a group of lettuce cultivars with red leaves. Red leaf lettuce cultivars include ""Lollo Rossa"", ""New Red Fire Lettuce"", ""Red Sails Lettuce"", ""Redina Lettuce"", ""Galactic Lettuce"", and the ""Benito Lettuce""."
lettuce,192.3617248535156,Butterhead lettuce,Thing,kg:/g/120p45rd,,Plants,,
lettuce,182.9371948242188,Leaf lettuce,Thing,kg:/g/121p7396,,Plants,,
lettuce,181.6179809570312,Sea lettuce,Thing,kg:/m/04cnqy,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcR3ugt3sBdw0yjQeseZZxllYKWlKVCZ1NeX-NCzUA_Cdixe5za1,Algae,https://en.wikipedia.org/wiki/Sea_lettuce,"The sea lettuces comprise the genus Ulva, a group of edible green algae that is widely distributed along the coasts of the world's oceans. The type species within the genus Ulva is Ulva lactuca, lactuca being Latin for ""lettuce"". "
lettuce,151.5343475341797,Sea lettuce,Thing,kg:/m/061f3q,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQL0Z-wc-whUEr4SISDlvLwTSB8o1yQ2m-DB4xfWXtWMjah7GSX,Algae,https://en.wikipedia.org/wiki/Ulva_lactuca,"Ulva lactuca, also known by the common name sea lettuce, is an edible green alga in the family Ulvaceae. It is the type species of the genus Ulva."
lettuce,149.9835205078125,Celtuce,Thing,kg:/m/062dl2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZvZo7FlM2TJ0yhLAvqq7szSCfZm6_aLAWUPCpd1g0rE_lILZ6,Plants,https://en.wikipedia.org/wiki/Celtuce,"Celtuce, also called stem lettuce, celery lettuce, asparagus lettuce, or Chinese lettuce, is a cultivar of lettuce grown primarily for its thick stem or its leaves. "
